Data,ID do jogador,Apelido,Agente,NLH,MTT,PLO6,Total,NLH,MTT,PLO6,,,,,
09/03/2026,166785,77énuts,CAMPANHA 1,0,0,0, R$  -   ,,,,166785,NLH,,,
09/03/2026,162174,AAMAA,CAMPANHA 1,0,0,0, R$  -   ,,,,162174,NLH,,,
09/03/2026,176871,ViniBaralhão,CAMPANHA 1,0,0,0, R$  -   ,,,,176871,NLH,,,
09/03/2026,164709,vinicinho,CAMPANHA 1,0,0,0, R$  -   ,,,,164709,NLH,,,
09/03/2026,165313,AngelGo,CAMPANHA 1,0,0,0, R$  -   ,,,,165313,NLH,,,
09/03/2026,100262,Cremosinho,AF - VICTOR MAIA,0,0,"476,79"," R$  476,79 ","0,00%","0,00%","100,00%",100262,PLO6,,,
09/03/2026,100533,Boqueirão PB?,AF - BERNARDO,0,"0,1","0,43"," R$  0,53 ","0,00%","18,87%","81,13%",100533,PLO6,,,
09/03/2026,102107,SaborPoker,AF - BERNARDO,0,"9,4","110,34"," R$  119,74 ","0,00%","7,85%","92,15%",102107,PLO6,,,
09/03/2026,123742,GarFold,AF - BERNARDO,0,"0,3",0," R$  0,30 ","0,00%","100,00%","0,00%",123742,MTT,,,
09/03/2026,146754,homivtc,AF - BERNARDO,0,37,"39,96"," R$  76,96 ","0,00%","48,08%","51,92%",146754,PLO6,,,
09/03/2026,135589,LPortO,AF - BERNARDO,0,"3,5",0," R$  3,50 ","0,00%","100,00%","0,00%",135589,MTT,,,
09/03/2026,148812,Arthur Morgan,AF - BERNARDO,0,"3,5","0,96"," R$  4,46 ","0,00%","78,48%","21,52%",148812,MTT,,,
09/03/2026,126204,djoker,AF - RR,0,"0,6","7,02"," R$  7,62 ","0,00%","7,87%","92,13%",126204,PLO6,,,
09/03/2026,166945,Noia?,AF - RR,0,0,0, R$  -   ,,,,166945,NLH,,,
09/03/2026,146025,BrunnoAdv,AF - RR,0,0,"10,91"," R$  10,91 ","0,00%","0,00%","100,00%",146025,PLO6,,,
09/03/2026,100451,zumbi da noite,AF - RR,0,0,"45,02"," R$  45,02 ","0,00%","0,00%","100,00%",100451,PLO6,,,
09/03/2026,145018,HUGUINHO,AF - RR,0,"22,8","266,7"," R$  289,50 ","0,00%","7,88%","92,12%",145018,PLO6,,,
09/03/2026,148110,Bona77,AF - RR,"4,46","104,4",0," R$  108,86 ","4,10%","95,90%","0,00%",148110,MTT,,,
09/03/2026,167413,Akarie,AF - RR,"187,7",6,"150,45"," R$  344,15 ","54,54%","1,74%","43,72%",167413,NLH,,,
09/03/2026,111865,pix111865,AF - RR,0,0,"1435,4"," R$  1.435,40 ","0,00%","0,00%","100,00%",111865,PLO6,,,
09/03/2026,106956,IgorStone,AF - RR,0,0,"3,52"," R$  3,52 ","0,00%","0,00%","100,00%",106956,PLO6,,,
09/03/2026,101215,pix101215,AF - RR,0,0,0, R$  -   ,,,,101215,NLH,,,
09/03/2026,126584,K13b50n007,AF - RR,0,0,0, R$  -   ,,,,126584,NLH,,,
09/03/2026,132957,BethHaneyHalley,AF - RR,0,17,0," R$  17,00 ","0,00%","100,00%","0,00%",132957,MTT,,,
09/03/2026,141775,televisao123,AF - RR,0,"1,1",0," R$  1,10 ","0,00%","100,00%","0,00%",141775,MTT,,,
09/03/2026,144230,ChefeAlex,AF - RR,"1,83","7,5","6,16"," R$  15,49 ","11,81%","48,42%","39,77%",144230,MTT,,,
09/03/2026,139947,bebetao,AF - BOIN,0,0,"80,84"," R$  80,84 ","0,00%","0,00%","100,00%",139947,PLO6,,,
09/03/2026,153908,MCTZ,AF - BOIN,"0,86",0,"8,4"," R$  9,26 ","9,29%","0,00%","90,71%",153908,PLO6,,,
09/03/2026,141352,RuiBR,AF - EDUARDO FRANÇA,0,"1,2","19,92"," R$  21,12 ","0,00%","5,68%","94,32%",141352,PLO6,,,
09/03/2026,143740,??DINNO,AF - EDUARDO FRANÇA,"570,85","14,5","261,64"," R$  846,99 ","67,40%","1,71%","30,89%",143740,NLH,,,
09/03/2026,154017,marucossu,AF - EDUARDO FRANÇA,0,"4,3","1,27"," R$  5,57 ","0,00%","77,20%","22,80%",154017,MTT,,,
09/03/2026,136119,LaBoca,AF - EDUARDO FRANÇA,0,0,"8,19"," R$  8,19 ","0,00%","0,00%","100,00%",136119,PLO6,,,
09/03/2026,135146,BRshelby,AF - EDUARDO FRANÇA,0,"43,25",0," R$  43,25 ","0,00%","100,00%","0,00%",135146,MTT,,,
09/03/2026,135777,MLima,AF - EDUARDO FRANÇA,0,"0,1",0," R$  0,10 ","0,00%","100,00%","0,00%",135777,MTT,,,
09/03/2026,139605,meireles,AF - EDUARDO FRANÇA,0,"1,5",0," R$  1,50 ","0,00%","100,00%","0,00%",139605,MTT,,,
09/03/2026,130369,Padeiro,AF - EDUARDO FRANÇA,0,25,"10,92"," R$  35,92 ","0,00%","69,60%","30,40%",130369,MTT,,,
09/03/2026,134624,Vladpoker,AF - EDUARDO FRANÇA,0,"16,3",0," R$  16,30 ","0,00%","100,00%","0,00%",134624,MTT,,,
09/03/2026,137607,netoredley,AF - EDUARDO FRANÇA,"3,16","0,3",0," R$  3,46 ","91,33%","8,67%","0,00%",137607,NLH,,,
09/03/2026,135331,rsmjunior91,AF - EDUARDO FRANÇA,0,1,0," R$  1,00 ","0,00%","100,00%","0,00%",135331,MTT,,,
09/03/2026,147903,PanteradeSá,AF - CLUB DO POKER,0,0,0, R$  -   ,,,,147903,NLH,,,
09/03/2026,139674,22énutsPB,AF - CLUB DO POKER,0,0,"257,41"," R$  257,41 ","0,00%","0,00%","100,00%",139674,PLO6,,,
09/03/2026,160697,???,AF - RACHA PIX,"0,75","1,1",0," R$  1,85 ","40,54%","59,46%","0,00%",160697,MTT,,,
09/03/2026,160692,oboyy,AF - RACHA PIX,0,"4,6",0," R$  4,60 ","0,00%","100,00%","0,00%",160692,MTT,,,
09/03/2026,160711,Dejota_,AF - RACHA PIX,0,"3,7","4,58"," R$  8,28 ","0,00%","44,69%","55,31%",160711,PLO6,,,
09/03/2026,163679,Leo 73,AF - FABIO MURAKAMI,0,"1,4",0," R$  1,40 ","0,00%","100,00%","0,00%",163679,MTT,,,
09/03/2026,158904,XERTION,AF - FABIO MURAKAMI,0,"127,1","36,53"," R$  163,63 ","0,00%","77,68%","22,32%",158904,MTT,,,
09/03/2026,130042,FabioK9,AF - FABIO MURAKAMI,"35,85","24,1",0," R$  59,95 ","59,80%","40,20%","0,00%",130042,NLH,,,
09/03/2026,146545,Patativover,AF - FABIO MURAKAMI,0,15,0," R$  15,00 ","0,00%","100,00%","0,00%",146545,MTT,,,
09/03/2026,152206,piperpuertas,AF - FABIO MURAKAMI,0,22,0," R$  22,00 ","0,00%","100,00%","0,00%",152206,MTT,,,
09/03/2026,160733,Legi92,AF - FABIO MURAKAMI,"0,42","27,25",0," R$  27,67 ","1,52%","98,48%","0,00%",160733,MTT,,,
09/03/2026,182047,joventralha1,AF - FABIO MURAKAMI,0,"26,3",0," R$  26,30 ","0,00%","100,00%","0,00%",182047,MTT,,,
09/03/2026,135647,Bulldogs,AF - FABIO MURAKAMI,0,42,0," R$  42,00 ","0,00%","100,00%","0,00%",135647,MTT,,,
09/03/2026,172138,Russia,AF - FABIO MURAKAMI,"103,55",0,0," R$  103,55 ","100,00%","0,00%","0,00%",172138,NLH,,,
09/03/2026,158714,JohnWickk,AF - FABIO MURAKAMI,0,"3,5",0," R$  3,50 ","0,00%","100,00%","0,00%",158714,MTT,,,
09/03/2026,170113,Larry Bird 33#,AF - FERNANDO M.,"1,88","0,6",0," R$  2,48 ","75,81%","24,19%","0,00%",170113,NLH,,,
09/03/2026,148451,Serimac,AF - FERNANDO M.,0,0,"35,8"," R$  35,80 ","0,00%","0,00%","100,00%",148451,PLO6,,,
09/03/2026,170717,litlle nerd,AF - FERNANDO M.,0,"4,2",0," R$  4,20 ","0,00%","100,00%","0,00%",170717,MTT,,,
09/03/2026,148848,meno K,AF - FERNANDO M.,0,0,"46,94"," R$  46,94 ","0,00%","0,00%","100,00%",148848,PLO6,,,
09/03/2026,163901,Sacana40,AF - FERNANDO M.,0,11,0," R$  11,00 ","0,00%","100,00%","0,00%",163901,MTT,,,
09/03/2026,156181,KidCaucaia,AF - FERNANDO M.,0,"0,2",0," R$  0,20 ","0,00%","100,00%","0,00%",156181,MTT,,,
09/03/2026,148271,KIRITO-KUN,AF - FERNANDO M.,0,0,"6,79"," R$  6,79 ","0,00%","0,00%","100,00%",148271,PLO6,,,
09/03/2026,159024,pablyto66,AF - FERNANDO M.,0,"0,1",0," R$  0,10 ","0,00%","100,00%","0,00%",159024,MTT,,,
09/03/2026,148432,Alexson,AF - FERNANDO M.,0,27,0," R$  27,00 ","0,00%","100,00%","0,00%",148432,MTT,,,
09/03/2026,147900,MHConline,AF - FERNANDO M.,"6,62",0,0," R$  6,62 ","100,00%","0,00%","0,00%",147900,NLH,,,
09/03/2026,149672,SACO DE BOI,AF - FERNANDO M.,0,"5,3",0," R$  5,30 ","0,00%","100,00%","0,00%",149672,MTT,,,
09/03/2026,149498,pix149498,AF - FERNANDO M.,0,10,0," R$  10,00 ","0,00%","100,00%","0,00%",149498,MTT,,,
09/03/2026,181009,juanbrsp,AF - MILENA MAGRINI,0,"0,2",0," R$  0,20 ","0,00%","100,00%","0,00%",181009,MTT,,,
09/03/2026,156478,Will88,AF - MILENA MAGRINI,"0,46",0,0," R$  0,46 ","100,00%","0,00%","0,00%",156478,NLH,,,
09/03/2026,194462,pix194462,AF - MILENA MAGRINI,0,0,0, R$  -   ,,,,194462,NLH,,,
09/03/2026,183097,Ribis,AF - MILENA MAGRINI,0,"4,1","7,43"," R$  11,53 ","0,00%","35,56%","64,44%",183097,PLO6,,,
09/03/2026,186523,sou profissional,AF - MILENA MAGRINI,0,13,0," R$  13,00 ","0,00%","100,00%","0,00%",186523,MTT,,,
09/03/2026,177786,Sortudorj,AF - MILENA MAGRINI,6,0,0," R$  6,00 ","100,00%","0,00%","0,00%",177786,NLH,,,
09/03/2026,185939,GigaBananaCCPro,AF - MILENA MAGRINI,0,0,0, R$  -   ,,,,185939,NLH,,,
09/03/2026,170376,AirtonEloi,AF - MILENA MAGRINI,0,0,0, R$  -   ,,,,170376,NLH,,,
09/03/2026,184560,Vitão,AF - MILENA MAGRINI,0,0,0, R$  -   ,,,,184560,NLH,,,
09/03/2026,182367,TRAPIÁ,AF - MILENA MAGRINI,0,"0,2",0," R$  0,20 ","0,00%","100,00%","0,00%",182367,MTT,,,
09/03/2026,159483,W JR.,AF - MILENA MAGRINI,"1,48",0,0," R$  1,48 ","100,00%","0,00%","0,00%",159483,NLH,,,
09/03/2026,100283,XAROPIX,AF - BOLINHA,0,0,"229,35"," R$  229,35 ","0,00%","0,00%","100,00%",100283,PLO6,,,
09/03/2026,120498,macabuco,AF - ELOY,0,41,"315,91"," R$  356,91 ","0,00%","11,49%","88,51%",120498,PLO6,,,
09/03/2026,106837,ALANN,AF - ELOY,0,0,0, R$  -   ,,,,106837,NLH,,,
09/03/2026,139145,bbbb,AF - ELOY,"11,68",0,0," R$  11,68 ","100,00%","0,00%","0,00%",139145,NLH,,,
09/03/2026,102954,usujaDR,AF - ELOY,0,78,0," R$  78,00 ","0,00%","100,00%","0,00%",102954,MTT,,,
09/03/2026,142062,CACH0LÃ0,AF - ELOY,0,51,"124,67"," R$  175,67 ","0,00%","29,03%","70,97%",142062,PLO6,,,
09/03/2026,144565,XPoker,AF - ELOY,0,0,"3,41"," R$  3,41 ","0,00%","0,00%","100,00%",144565,PLO6,,,
09/03/2026,135877,PedroBatera,AF - ELOY,0,"9,1",0," R$  9,10 ","0,00%","100,00%","0,00%",135877,MTT,,,
09/03/2026,128081,pix128081,AF - ELOY,0,0,"279,29"," R$  279,29 ","0,00%","0,00%","100,00%",128081,PLO6,,,
09/03/2026,129762,EriForte,AF - ELOY,0,0,"214,46"," R$  214,46 ","0,00%","0,00%","100,00%",129762,PLO6,,,
09/03/2026,145637,Srº Mentira 81,AF - ELOY,0,1,0," R$  1,00 ","0,00%","100,00%","0,00%",145637,MTT,,,
09/03/2026,139529,Abcfamilia2015,AF - ELOY,0,"44,8",0," R$  44,80 ","0,00%","100,00%","0,00%",139529,MTT,,,
09/03/2026,127129,ZecaPokerPE,AF - ELOY,0,0,0, R$  -   ,,,,127129,NLH,,,
09/03/2026,139399,lavineG,AF - ELOY,0,"18,9","144,84"," R$  163,74 ","0,00%","11,54%","88,46%",139399,PLO6,,,
09/03/2026,157791,Ale do Vasco!,AF - ELOY,0,"4,5",0," R$  4,50 ","0,00%","100,00%","0,00%",157791,MTT,,,
09/03/2026,139402,Alisei,AF - ELOY,0,9,"6,31"," R$  15,31 ","0,00%","58,79%","41,21%",139402,MTT,,,
09/03/2026,126726,PKO,AF - ELOY,0,0,"23,08"," R$  23,08 ","0,00%","0,00%","100,00%",126726,PLO6,,,
09/03/2026,145619,Fofura,AF - ELOY,0,0,"306,56"," R$  306,56 ","0,00%","0,00%","100,00%",145619,PLO6,,,
09/03/2026,145942,Luiz Filipy,AF - ELOY,0,9,0," R$  9,00 ","0,00%","100,00%","0,00%",145942,MTT,,,
09/03/2026,134826,ValaSeteJ7,AF - ELOY,0,6,0," R$  6,00 ","0,00%","100,00%","0,00%",134826,MTT,,,
09/03/2026,108877,anix,AF - ELOY,0,"11,8",0," R$  11,80 ","0,00%","100,00%","0,00%",108877,MTT,,,
09/03/2026,120841,NHONHOj6,AF - NHONHO,0,0,"4412,27"," R$  4.412,27 ","0,00%","0,00%","100,00%",120841,PLO6,,,
09/03/2026,147619,Luffygear4,AF - NHONHO,0,0,"527,78"," R$  527,78 ","0,00%","0,00%","100,00%",147619,PLO6,,,
09/03/2026,122587,pix122587,AF - NHONHO,0,0,"102,19"," R$  102,19 ","0,00%","0,00%","100,00%",122587,PLO6,,,
09/03/2026,124395,Escanor,AF - NHONHO,0,0,0, R$  -   ,,,,124395,NLH,,,
09/03/2026,124365,??cuidado??,AF - NHONHO,0,0,"240,7"," R$  240,70 ","0,00%","0,00%","100,00%",124365,PLO6,,,
09/03/2026,147208,pix147208,AF - NHONHO,"0,27",0,0," R$  0,27 ","100,00%","0,00%","0,00%",147208,NLH,,,
09/03/2026,106868,Duble,AF - NHONHO,0,0,"95,21"," R$  95,21 ","0,00%","0,00%","100,00%",106868,PLO6,,,
09/03/2026,128731,SPIGA,AF - NHONHO,0,0,"300,5"," R$  300,50 ","0,00%","0,00%","100,00%",128731,PLO6,,,
09/03/2026,183608,Bacchin,AF - NHONHO,0,0,0, R$  -   ,,,,183608,NLH,,,
09/03/2026,139470,pix139470,AF - JOÃO MARCOS,0,0,"4998,75"," R$  4.998,75 ","0,00%","0,00%","100,00%",139470,PLO6,,,
09/03/2026,163050,comecuzinho,AF - FRED AGUIAR,"28,69",0,"140,56"," R$  169,25 ","16,95%","0,00%","83,05%",163050,PLO6,,,
09/03/2026,194450,Luiss,AF - FRED AGUIAR,"19,29",0,0," R$  19,29 ","100,00%","0,00%","0,00%",194450,NLH,,,
09/03/2026,162906,- TORETTO -,AF - FRED AGUIAR,"88,53","29,9","16,77"," R$  135,20 ","65,48%","22,12%","12,40%",162906,NLH,,,
09/03/2026,163754,meupauzinho123,AF - FRED AGUIAR,"17,46","19,8",0," R$  37,26 ","46,86%","53,14%","0,00%",163754,MTT,,,
09/03/2026,164165,Borges,AF - FRED AGUIAR,"10,07","7,3",0," R$  17,37 ","57,97%","42,03%","0,00%",164165,NLH,,,
09/03/2026,171924,dudusiqueira,AF - FRED AGUIAR,0,0,0, R$  -   ,,,,171924,NLH,,,
09/03/2026,137719,Noslimeda,AF - FRED AGUIAR,"1,88","0,1",0," R$  1,98 ","94,95%","5,05%","0,00%",137719,NLH,,,
09/03/2026,189721,Lfelippro,AF - FRED AGUIAR,1,"2,2",0," R$  3,20 ","31,25%","68,75%","0,00%",189721,MTT,,,
09/03/2026,164148,LEOMACUCO,AF - FRED AGUIAR,"8,69",0,0," R$  8,69 ","100,00%","0,00%","0,00%",164148,NLH,,,
09/03/2026,171391,pix179971,AF - FRED AGUIAR,0,0,"411,18"," R$  411,18 ","0,00%","0,00%","100,00%",171391,PLO6,,,
09/03/2026,170966,Sr.Guimaraes,AF - FRED AGUIAR,0,3,"2,12"," R$  5,12 ","0,00%","58,59%","41,41%",170966,MTT,,,
09/03/2026,164380,sujeira,AF - FRED AGUIAR,"17,3",0,0," R$  17,30 ","100,00%","0,00%","0,00%",164380,NLH,,,
09/03/2026,174211,Anirrakell,AF - HERMINIO C,0,0,"93,01"," R$  93,01 ","0,00%","0,00%","100,00%",174211,PLO6,,,
09/03/2026,147381,JHerminio ?,AF - HERMINIO C,0,61,0," R$  61,00 ","0,00%","100,00%","0,00%",147381,MTT,,,
09/03/2026,192988,pix192988,AF-ARTHUR QUEIMADAS,0,0,"1092,52"," R$  1.092,52 ","0,00%","0,00%","100,00%",192988,PLO6,,,
09/03/2026,170889,betsporte87,AF-ARTHUR QUEIMADAS,0,0,"18,43"," R$  18,43 ","0,00%","0,00%","100,00%",170889,PLO6,,,
09/03/2026,148862,Suave,AF - PAÇOCA,0,"185,6","2200,85"," R$  2.386,45 ","0,00%","7,78%","92,22%",148862,PLO6,,,
09/03/2026,100116,Fazendeiro,AF - PAÇOCA,0,0,"6211,82"," R$  6.211,82 ","0,00%","0,00%","100,00%",100116,PLO6,,,
09/03/2026,100198,MarcelinhoParaiba,AF - PAÇOCA,0,119,"2056,59"," R$  2.175,59 ","0,00%","5,47%","94,53%",100198,PLO6,,,
09/03/2026,105346,KIRE,AF - PAÇOCA,0,0,"569,98"," R$  569,98 ","0,00%","0,00%","100,00%",105346,PLO6,,,
09/03/2026,100227,pix1648639,AF - PAÇOCA,0,61,0," R$  61,00 ","0,00%","100,00%","0,00%",100227,MTT,,,
09/03/2026,194512,pix194512,AF - PAÇOCA,0,0,"849,14"," R$  849,14 ","0,00%","0,00%","100,00%",194512,PLO6,,,
09/03/2026,149523,Salute,AF - EMANUEL SOUZA,0,"61,4","217,54"," R$  278,94 ","0,00%","22,01%","77,99%",149523,PLO6,,,
09/03/2026,100203,ReidoFlip,AF - EMANUEL SOUZA,"1,33","114,9",0," R$  116,23 ","1,14%","98,86%","0,00%",100203,MTT,,,
09/03/2026,159633,TudodoJorgitoo,AF - EMANUEL SOUZA,0,7,0," R$  7,00 ","0,00%","100,00%","0,00%",159633,MTT,,,
09/03/2026,100195,pix100195,AF - EMANUEL SOUZA,0,"4,5",0," R$  4,50 ","0,00%","100,00%","0,00%",100195,MTT,,,
09/03/2026,154294,Luísa Braba,AF - EMANUEL SOUZA,0,"4,5",0," R$  4,50 ","0,00%","100,00%","0,00%",154294,MTT,,,
09/03/2026,150259,pix 192988,AF - OZÉIAS,0,0,"117,81"," R$  117,81 ","0,00%","0,00%","100,00%",150259,PLO6,,,
09/03/2026,120179,pix120179,AF - OZÉIAS,0,0,"90,51"," R$  90,51 ","0,00%","0,00%","100,00%",120179,PLO6,,,
09/03/2026,166384,só perco,AF - DOLFO,"50,15",0,"0,17"," R$  50,32 ","99,66%","0,00%","0,34%",166384,NLH,,,
09/03/2026,160638,kevinlevrone,AF - DOLFO,"14,08",0,"676,05"," R$  690,13 ","2,04%","0,00%","97,96%",160638,PLO6,,,
09/03/2026,194464,Wr.$,AF - DOLFO,0,6,0," R$  6,00 ","0,00%","100,00%","0,00%",194464,MTT,,,
09/03/2026,103206,YBicemen,AF - DOLFO,"2,05",0,"3,16"," R$  5,21 ","39,35%","0,00%","60,65%",103206,PLO6,,,
09/03/2026,103284,pix103284,AF - DOLFO,"29,12","3,5","64,81"," R$  97,43 ","29,89%","3,59%","66,52%",103284,PLO6,,,
09/03/2026,104809,carrasco20,AF - DOLFO,"68,47",0,"46,7"," R$  115,17 ","59,45%","0,00%","40,55%",104809,NLH,,,
09/03/2026,142385,AAmilton,AF - DOLFO,"7,79",9,0," R$  16,79 ","46,40%","53,60%","0,00%",142385,MTT,,,
09/03/2026,128520,reggaelife??,AF - DOLFO,"0,41","6,56",0," R$  6,97 ","5,88%","94,12%","0,00%",128520,MTT,,,
09/03/2026,130045,NegoDuro,AF - DOLFO,0,1,0," R$  1,00 ","0,00%","100,00%","0,00%",130045,MTT,,,
09/03/2026,144187,Lira#,AF - DOLFO,0,"5,4",0," R$  5,40 ","0,00%","100,00%","0,00%",144187,MTT,,,
09/03/2026,193827,KilllerThePote,AF - AZEDINHO,0,18,"948,32"," R$  966,32 ","0,00%","1,86%","98,14%",193827,PLO6,,,
09/03/2026,100193,azedinho,AF - AZEDINHO,0,32,"377,9"," R$  409,90 ","0,00%","7,81%","92,19%",100193,PLO6,,,
09/03/2026,137593,pix137593,AF - CATHOLÃO,0,0,"429,86"," R$  429,86 ","0,00%","0,00%","100,00%",137593,PLO6,,,
09/03/2026,150819,HugoDaniel,AF - CATHOLÃO,0,"0,1","99,48"," R$  99,58 ","0,00%","0,10%","99,90%",150819,PLO6,,,
09/03/2026,131072,TIGRlNHO,AF - CATHOLÃO,0,0,"1078,66"," R$  1.078,66 ","0,00%","0,00%","100,00%",131072,PLO6,,,
09/03/2026,115288,vicluz10,AF - CATHOLÃO,"404,9","116,2","110,24"," R$  631,34 ","64,13%","18,41%","17,46%",115288,NLH,,,
09/03/2026,150374,?????,AF - CATHOLÃO,0,"338,7","20,04"," R$  358,74 ","0,00%","94,41%","5,59%",150374,MTT,,,
09/03/2026,144391,Easy peasy,AF - CATHOLÃO,0,"30,7",0," R$  30,70 ","0,00%","100,00%","0,00%",144391,MTT,,,
09/03/2026,142879,birokingg,AF - CATHOLÃO,0,"4,5","1,86"," R$  6,36 ","0,00%","70,75%","29,25%",142879,MTT,,,
09/03/2026,165527,LIÃO,AF - CATHOLÃO,"2,92",0,"42,26"," R$  45,18 ","6,46%","0,00%","93,54%",165527,PLO6,,,
09/03/2026,140316,pocoyogay,AF - AMOR DE PESSOA,0,"8,9","126,98"," R$  135,88 ","0,00%","6,55%","93,45%",140316,PLO6,,,
09/03/2026,145008,CAPS,AF - AMOR DE PESSOA,"108,04",133,0," R$  241,04 ","44,82%","55,18%","0,00%",145008,MTT,,,
09/03/2026,126476,o gaiato!,AF - AMOR DE PESSOA,0,0,"56,92"," R$  56,92 ","0,00%","0,00%","100,00%",126476,PLO6,,,
09/03/2026,154047,felipelagoinha,AF - AMOR DE PESSOA,"12,96",0,"1,77"," R$  14,73 ","87,98%","0,00%","12,02%",154047,NLH,,,
09/03/2026,151974,Jpedronras,AF - AMOR DE PESSOA,0,13,"11,03"," R$  24,03 ","0,00%","54,10%","45,90%",151974,MTT,,,
09/03/2026,120038,pix120038,AF - AMOR DE PESSOA,0,0,"89,54"," R$  89,54 ","0,00%","0,00%","100,00%",120038,PLO6,,,
09/03/2026,183209,pix183209,AF - DAYVISSOM,0,"0,2","141,64"," R$  141,84 ","0,00%","0,14%","99,86%",183209,PLO6,,,
09/03/2026,170065,MacielBet,AF - DAYVISSOM,0,"13,45","107,36"," R$  120,81 ","0,00%","11,13%","88,87%",170065,PLO6,,,
09/03/2026,100508,luizinhodoido,AF - DAYVISSOM,0,1,"159,2"," R$  160,20 ","0,00%","0,62%","99,38%",100508,PLO6,,,
09/03/2026,102486,IaninhAA,AF - DAYVISSOM,"0,06","15,5","92,95"," R$  108,51 ","0,06%","14,28%","85,66%",102486,PLO6,,,
09/03/2026,151434,J H P,AF - DAYVISSOM,0,0,"3,08"," R$  3,08 ","0,00%","0,00%","100,00%",151434,PLO6,,,
09/03/2026,100896,Manjuba,AF - DAYVISSOM,"285,33",0,0," R$  285,33 ","100,00%","0,00%","0,00%",100896,NLH,,,
09/03/2026,104604,cleyton,AF - DAYVISSOM,"8,67","2,4",0," R$  11,07 ","78,32%","21,68%","0,00%",104604,NLH,,,
09/03/2026,100435,pix100435,AF - DAYVISSOM,0,"2,5","102,56"," R$  105,06 ","0,00%","2,38%","97,62%",100435,PLO6,,,
09/03/2026,100624,Reybingo,AF - DAYVISSOM,0,"243,2",0," R$  243,20 ","0,00%","100,00%","0,00%",100624,MTT,,,
09/03/2026,101731,pah de que,AF - DAYVISSOM,"16,88","4,6","3,9"," R$  25,38 ","66,51%","18,12%","15,37%",101731,NLH,,,
09/03/2026,165655,pix165655,AF - DAYVISSOM,"11,71",0,"10,06"," R$  21,77 ","53,79%","0,00%","46,21%",165655,NLH,,,
09/03/2026,189958,MarcinhoO,AF - TRAF. AMOR P.,"8,45","0,1",2," R$  10,55 ","80,09%","0,95%","18,96%",189958,NLH,,,
09/03/2026,190498,CHORA MAIS LEK,AF - TRAF. AMOR P.,0,1,0," R$  1,00 ","0,00%","100,00%","0,00%",190498,MTT,,,
09/03/2026,100478,balashinekov,AF - SILVINHO,0,1,"542,58"," R$  543,58 ","0,00%","0,18%","99,82%",100478,PLO6,,,
09/03/2026,139352,henryzin,AF - GABRIEL BENEVOL,0,"20,5","2910,72"," R$  2.931,22 ","0,00%","0,70%","99,30%",139352,PLO6,,,
09/03/2026,146547,nutz_157,AF - GABRIEL BENEVOL,"10,04","13,3","65,68"," R$  89,02 ","11,28%","14,94%","73,78%",146547,PLO6,,,
09/03/2026,107574,galega,AF - GABRIEL BENEVOL,0,"0,8","2,69"," R$  3,49 ","0,00%","22,92%","77,08%",107574,PLO6,,,
09/03/2026,147083,Mendeszada69,AF - GABRIEL BENEVOL,"0,66",0,0," R$  0,66 ","100,00%","0,00%","0,00%",147083,NLH,,,
09/03/2026,152510,BruceWayne,AF - GABRIEL BENEVOL,"36,18","0,1",0," R$  36,28 ","99,72%","0,28%","0,00%",152510,NLH,,,
09/03/2026,155748,MaxFarias,AF - GABRIEL BENEVOL,0,"305,94","139,61"," R$  445,55 ","0,00%","68,67%","31,33%",155748,MTT,,,
09/03/2026,136771,snapfolld,AF - GABRIEL BENEVOL,0,15,0," R$  15,00 ","0,00%","100,00%","0,00%",136771,MTT,,,
09/03/2026,152791,Karintó,AF - GABRIEL BENEVOL,0,0,"80,43"," R$  80,43 ","0,00%","0,00%","100,00%",152791,PLO6,,,
09/03/2026,105042,Sombra 3D,AF - GABRIEL BENEVOL,0,0,"54,14"," R$  54,14 ","0,00%","0,00%","100,00%",105042,PLO6,,,
09/03/2026,136531,Arrascaeta??,AF - GABRIEL BENEVOL,0,"4,7","4,7"," R$  9,40 ","0,00%","50,00%","50,00%",136531,MTT,,,
09/03/2026,110584,black,AF - BOLEIROS BRAS,0,0,"1216,93"," R$  1.216,93 ","0,00%","0,00%","100,00%",110584,PLO6,,,
09/03/2026,136728,Kelbinho,AF - BOLEIROS BRAS,"3,26",0,"222,41"," R$  225,67 ","1,44%","0,00%","98,56%",136728,PLO6,,,
09/03/2026,113122,natashow16,AF - BOLEIROS BRAS,0,0,"234,7"," R$  234,70 ","0,00%","0,00%","100,00%",113122,PLO6,,,
09/03/2026,169126,1aut,AF - JAPA,0,0,"2441,95"," R$  2.441,95 ","0,00%","0,00%","100,00%",169126,PLO6,,,
09/03/2026,187490,De Arrascaeta,AF - JAPA,0,90,0," R$  90,00 ","0,00%","100,00%","0,00%",187490,MTT,,,
09/03/2026,142091,aiai,AF - JAPA,0,"14,7","88,61"," R$  103,31 ","0,00%","14,23%","85,77%",142091,PLO6,,,
09/03/2026,172369,Di Pace,AF - JAPA,0,"1,5","59,2"," R$  60,70 ","0,00%","2,47%","97,53%",172369,PLO6,,,
09/03/2026,147885,haxixento,AF - JAPA,0,66,0," R$  66,00 ","0,00%","100,00%","0,00%",147885,MTT,,,
09/03/2026,100148,Katrupe,AF - JAPA,0,42,0," R$  42,00 ","0,00%","100,00%","0,00%",100148,MTT,,,
